"post"
"My man looks like a Heritage Foundation intern in 1985"
"My man wrote a column about how he thought a fancy deli made his unenlightened moral inferiors nervous"
"My man looks like Mel Gibson headbutted a wasps' nest"
"My man looks like Hoggle with a coke habit"
"My man looks like they boiled a catcher's mitt"
"My man looks like someone tried to draw Mark Ruffalo from memory"
"My man looks like he works out in blue jeans and no shirt"
"My man looks like someone left a head of cauliflower in a tanning bed"
"My man looks like Olivia Coleman wished for a husband"
"My man looks like his blood type is Turtle Wax"
"My man looks like he cut the penis off a dead raccoon"
"My man looks like J.D. Vance and a leather couch had a son"
"My man looks like the clown you shoot a water gun into at a state fair"
"My man looks like a gag gargoyle on the Disneyland castle"
"My man looks like a sentient kielbasa"
"My man looks like he put a dead bear in his trunk and drove to a steakhouse"
"My man looks like he lost a screaming match with a park bench"
"My man looks like he knows a shaman who works out of a Ford Focus"
"My man looks like if you poked him with a fork, steam would hiss out like a sausage"
"My man looks like the third head on a totem pole"
"My man looks like he took part in an ayahuasca ceremony in a bungalow at the Beverly Hills Hotel"
"My man looks like he shits cubes"
"My man looks like he snorted cocaine off a toilet seat"
"My man looks like he asked a plastic surgeon for ""the Full Klingon"""
"My man looks like he's passionate about the healing power of strychnine"
"My man looks like he organized a hunting party to catch and cook a chupacabra"
"My man looks like suntans with a turkey baster and mason jar of melted butter"
"My man looks like he's challenged a youth soccer referee to a duel"
"My man looks like his plot for world domination has just been thwarted by Buckaroo Banzai"
"My man looks like the Temu Toxic Avenger"
"My man looks like a half-melted chocolate bunny"
"My man looks like the giant stone head from Zardoz"
"My man looks like a freshly-caught bass gasping for air in the boat"
"My man looks like he's demanding sugar water"
"My man looks like one of the California Raisins went to law school"
"My man looks like he's telling me to step into a Slim Jim"
"My man looks like he's made of peanut brittle"
"My man looks like a doctor who prescribes Skittles"
"My man looks like there's always an empty seat next to him on the bus"
"My man looks like he showers with deck stain"
"My man looks like a haunted oak tree"
"My man looks like the pharmacy has a photo of him with the words DO NOT ENGAGE"
"My man looks like they remade ""Cujo"" with a Shar-Pei"
"My man looks like he tried to hack the head off a dead whale"
"My man looks like the Predator took its mask off"
"My man looks like someone sculpted Thanos out of pudding"
"My man looks like he's just betrayed Dr. Zaius"
"My man looks like he gargles colloidal silver"
"My man looks like he has an entire pantry reserved for ""my tonics"""
"My man looks like his urine is the color of Worcestershire sauce"
"My man looks like his skin is as smooth as sandpaper"
"My man looks like he's told a zookeeper which of the monkeys is autistic"
"My man looks like he's been frog-marched out of an annual meeting of the American Medical Association"
"My man looks like he smells of elderberries"
"My man looks like he keeps talking about his experiences in ""Med school"" but it was just a semester abroad in Corsica"
