"post"
"My man looks like he's about to dance through the credits of TROPIC THUNDER."
"My man looks like the eighth dwarf, Sleazy"
"My man looks like one of the Geico Cavemen in retirement"
"My man looks like he's not gonna pay a lot for this muffler"
"My man looks like Jason Statham was cast in MARGIN CALL"
"My man looks like a porn star named Vin Weasel"
"My man looks like he foreclosed on an orphanage"
"My man looks like Mike Ehrmantraut shopped at Men's Wearhouse"
"My man looks like Kevin James on the red carpet at the Emmys"
"My man looks like a carnival artist's caricature of Sean Connery"
"My man looks like he's attended a memorial service in golf shoes"
"My man looks like he's producing a 38-part adaption of Atlas Shrugged"
"My man looks like J.K. Simmons addressing ""the allegations"""
"My man looks like Ming the Friendless"
"My man looks like Jeff Bridges' Obadiah Stone if he were a used car salesman"
"My man looks like he has a drawerful of pinky rings."
"My man looks like he secretes his own hair gel"
"My man looks like ""Billy Mays, the wilderness years"""
"My man looks like he's promising to protect Frodo with his ax"
"My man looks like he's trying to settle a disagreement between Brainy and Smurfette"
"My man looks like Cypher had the Matrix give him a glow up"
"My man looks like he authored a Wall Street Journal op-ed titled ""Mulching the Poor"""
"My man looks like Dr. Evil opted for ""evil business school"" instead."
"My man looks like he uses the word ""synergy"" dozens of times a day"
"My man looks like he was deposed as leader of the Hair Club for Men in a bloodless coup"
"My man looks like he's paid a homeless man to dance for him"
"My man looks like he was indicted in an insider trading scandal that involved funeral parlors"
"My man looks like he's inquiring with the maitre'd about the house curly fries"
"My man looks like he bet on Polymarket that the bubonic plague would make a comeback"
"My man looks like he keeps busting Jimmy's balls about getting paid from the Lufthansa heist"
"My man looks like a personal injury lawyer who specializes in fast-food scaldings"
"My man looks like Ares if he were the God of Accounts Receivable"
"My man looks like his business cards identify him as a ""stock market shaman"""
"My man looks like he always tries to put the ""gentleman"" into ""gentleman's club"""
"My man looks like a coke dealer with impeccable manners"
"My man looks like he's telling his students why he sold Hogwarts to a private equity firm"
"My man looks like Corey Stoll's audition for Lex Luthor"
"My man looks like he has his own table at Spearmint Rhino"
"My man looks like he's reminiscing about working with Tim Curry on ROCKY HORROR PICTURE SHOW"
"My man looks like he's modeling what he calls the ""retirement mullet -- no more business in front, but still a party in back"""
"My man looks like he almost believes his own bullshit"
"My man looks like a garden gnome who became a real estate developer"
"My man looks like his Secret Service code name is “Stumpy”"
"My man looks like a disgraced wizard"
"My man looks like he complains to his butler about how soft the kids are these days"
"My man looks like he’s giving a Ted Talk full of tips on insider trading"
"My man looks like Jesse Ventura finally sold out to the man"
"My man looks like someone dropped a dildo in a barbershop"
"My man looks like he’s asked employees to call him The Big Kahuna"
"My man looks like he should be wearing a lab coat in an ad for Viagra"
"My man looks like a secondary Bond villain who gets killed with a fountain pen"
"My man looks like Bruce Willis in a late-career direct-to-streaming movie about a renegade banker"
"My man looks he's thrown coins at a waiter"
"My man looks like present-day John Travolta"
"My man looks like the Shark Tank investor who's excited to bankroll ""DoorDash for Hooters"""
"My man looks like he keeps screaming ""BEAR STEARNS IS FINE!"" on his CNBC show"
"My man looks like Ben Bernanke cultivated a serious addiction to cocaine"
"My man looks like he endowed a chair in cryptocurrency at McDonald's Hamburger University"
"My man looks like he's begging you to act now while supplies last"
"My man looks like he owns an exclusive, members-only strip club called Skull and Boners"
"My man looks like he's screaming ""YOUR NAME IS MISTER ROUNDTREE"""
"My man looks like Thanos had a trust fund"
"My man looks like he used ChatGPT to write the vows for his third wedding"
"My man looks like his Wikipedia entry has an entire section titled ""Financial Crimes"""
"My man looks like he claims to have a black belt in Six Sigma"
"My man looks like he wears what he calls an ""office kimono"""
"My man looks like Elmer Fudd went long on Bitcoin"
"My man looks like a bridge-and-tunnel troll"
"My man looks like he made his fortune with a firm called Amalgamated Asbestos"
"My man looks like a mall Santa who first checks credit scores"
"My man looks like Sigmund Fraud"
"My man looks like Andrew Carnegie if he had hawked reverse mortgages"
"My man looks like a magician who performs at shareholders' meetings"
"My man looks like a malevolent cake pop"
"My man looks like the villain in a John Grisham movie"
"My man looks like he commutes to work by jet ski"
