"post"
"My man looks like the mayor from SPIN CITY joined the Waffen SS"
"My man looks like a concierge who gets throat punched by John Wick"
"My man looks like a haunted Howdy Doody doll"
"My man looks like the ghost of a disgraced butler"
"My man looks like the first Nakatomi executive killed by Hans Gruber"
"My man looks like Tim Robbins scared straight"
"My man looks like he senses a middle-class couple has entered the restaurant"
"My man looks like he just saw a laborer fall off a ladder"
"My man looks like he's had it with those ruffians from the camp across the lake"
"My man looks like he owns a mega yacht he christened the Ahoy Polloi"
"My man looks like he has hunted the most dangerous game"
"My man looks like he sneers in his sleep"
"My man looks like they digitally aged Milhouse van Houten"
"My man looks like he just heard a rather ribald joke about a Polack"
"My man looks like Alfred Pennyworth worked for the Penguin"
"My man looks like he would've gotten away with it, if not for those meddling kids and their dog"
"My man looks like Mr. Peabody and Sherman were combined in a transporter accident"
"My man looks like the sommelier to the damned"
"My man looks like he's come to warn Ebenezer that three ghosts will visit him tonight"
"My man looks like the villain in a Roald Dahl book"
"My man looks like he's correcting the grammar of a panhandler"
"My man looks like Ted Danson in the Very Bad Place"
"My man looks like he endowed the I.G. Farben Chair at Harvard Business School"
"My man looks like he has a saucy story about his glory days with the Whiffenpoofs"
"My man looks like he called the cops on the Girl Scouts who rang his bell"
"My man looks like the bad guy in a movie about breakdancing"
"My man looks like a maitre'd who deeply doubts you have a reservation"
"My man looks like Jim Carrey playing Joe Biden"
"My man looks like Brad Pitt's character right before he gets killed in BURN AFTER READING"
"My man looks like his porn name is Earl Grey"
"My man looks like he's determined to evict ""that deadbeat widow"""
"My man looks like he's haunting a hedge fund"
"My man looks like he runs things at Downton Abbey"
"My man looks like Dwight Schrute dressed for success"
"My man looks like a character whom even Frasier Crane finds insufferable"
"My man looks like he's made a waitress cry"
"My man looks like he was just poisoned by the Joker"
"My man looks like they got John Slattery dirty"
"My man looks like he's trying to approximate a human ""smile"""
"My man looks like he's asked the maitre'd to remove a party of four he finds visually unpleasant"
"My man looks like Max Lebensraum"
"My man looks like he uses ""summer"" and ""winter"" as verbs"
"My man looks like he will wear a new pair of running shoes exactly once before throwing them away"
"My man looks like he ratted out Oskar Schindler"
"My man looks like he's feuding with Bugs Bunny"
"My man looks like Gordon Gekko the Gray"
"My man looks like he vacations with Randolph and Mortimer Duke"
"My man looks like he has a tattoo of Thurston Howell the Third"
"My man looks like he's pissed his ex-wife won ownership of AFC Richmond"
"My man looks like he's sued to shut down a local public school"
"My man looks like he's reluctantly managing the Clampett family fortune"
"My man looks like his house has a separate bathroom for ""service employees"""
"My man looks like he owns multiple pairs of jodhpurs"
"My man looks like the captain of a haunted steamboat"
"My man looks like he eats pizza with a knife and fork"
"My man looks like Edward Hermann was cast in MARGIN CALL"
"My man looks like he refers to the Upper West Side as ""the ghetto"""
"My man looks like Richie Rich with the Benjamin Button disease"
"My man looks like he runs logistics for the Galactic Empire"
"My man looks like Andrew Rannells celebrating his 100,000th performance of THE BOOK OF MORMON"
"My man looks like he owns a twelve-bedroom mansion that's decorated entirely in black and white"
"My man looks like he plays Monopoly with real-world properties"
