"post"
"My man looks like a Teddy Ruxpin doll programmed by the Heritage Foundation"
"My man looks like present-day Haley Joel Osment playing a lobbyist on The West Wing"
"My man looks like maybe he's born with it, maybe it's Maybelline"
"My man looks like they let the air out of John Krasinski"
"My man looks like the frat brother who's been designated to talk to the cops"
"My man looks like Jerry Falwell Jr. fresh out of rehab"
"My man looks like Piggo Mortensen"
"My man looks like Always Sunny's Night Man at his day job"
"My man looks like Jared Leto in a remake of THE MANCHURIAN CANDIDATE"
"My man looks like Ulysses S. Grant if he'd had second thoughts about the Klan"
"My man looks like Ryan Gosling in PAPA SMURF: ORIGINS"
"My man looks like Dr. Benton Quest selling timeshares"
"My man looks like Gerald Broflovski got really into QAnon"
"My man looks like they left Ben Affleck in a food dehydrator"
"My man looks like Daniel Radcliffe doing a heel turn on Veep"
"My man looks like Bradley Pooper"
"My man looks like a child sitcom actor who grew up to be a motivational speaker"
"My man looks like he's asking what it's gonna take to get you behind the wheel of this loaded Cybertruck"
"My man looks like Alvin left the Chipmunks to attend business school"
"My man looks like Rizzless Adams"
"My man looks like Zack Galifinakis running for HOA president"
"My man looks like a Care Bear whose stomach symbol is a swastika"
"My man looks like he's explaining that this is totally different from a pyramid scheme"
"My man looks like he likes you, so he's going to talk to his manager to see if he can cut a deal on the undercoating"
"My man looks like Elmer Fudd and Elmer Gantry had a baby"
"My man looks like he was voted Most Likely to Become Frank Burns"
"My man looks like he's about to sit down backwards on this chair and tell this youth group about a *real* rebel"
"My man looks like he doesn't know how to order donuts"
"My man looks like Sam O'Neill in EVENT HORIZON"
"My man looks like a Garbage Pail Kid called Squint Eastwood"
"My man looks like he has Dobermann pinschers named Eva and Adolph"
"My man looks like his safe word is ""La-Z-Boy"""
"My man looks like he got caught embezzling from a middle school"
"My man looks like Hans Goober"
"My man looks like a televangelist who accepts food stamps"
"My man looks like Commander Riker in a manga cartoon"
"My man looks like Jake Gylleny'all"
"My man looks like Cypher asked the Matrix to make him VP"
"My man looks like he's asking if you saw the football contest"
"My man looks like he took a briefcase to kindergarten"
"My man looks like he's telling the room to give the commandant a chance to make his case"
"My man looks like the pledge they nicknamed ""Beardo"""
"My man looks like his TelePrompter has a line that says [HOLD UNTIL BOOING ENDS]"
"My man looks like a minor antagonist from one of the later POLICE ACADEMY installments"
"My man looks like he's used ""I put the vice in vice president"" as a pickup line"
"My man looks like Nic Cage getting ready to mask up in KICK ASS"
"My man looks like a Precious Moments statue inscribed with the Fourteen Words"
"My man looks like Paddington joined Reform UK"
"My man looks like he's come to evict the Berenstain Bears"
"My man looks like E.B. Farnum welcoming a weary traveler to Deadwood"
"My man looks like Gizmo from GREMLINS ran the Young Republicans"
"My man looks like he tried to give himself a cool nickname"
"My man looks like Woodchuck Norris"
"My man looks like Calvin Candie won a Senate seat"
"My man looks like a racist muppet"
"My man looks like his LinkedIn bio stresses that he was ""one of the kids in the original Sunny D ad"""
"My man looks like he received a lifetime ban from all Ashley Furniture Outlets"
