"post"
"My man looks like Mr. Potato went to Lens Crafters"
"My man looks like an infected thumb"
"My man looks like Beldar Conehead was indicted for tax fraud"
"My man looks like an enforcer for the Egg Council"
"My man looks like a character from the Extended Norbit Universe"
"My man looks like Mr. Clean really let himself go"
"My man looks like a blobfish making a Ted Talk"
"My man looks like he's caddying for Auric Goldfinger"
"My man looks like he put his local Golden Corral out of business"
"My man looks like the Stay Puft marshmallow man apologizing for the recent rampage"
"My man looks like the mascot for Idaho Potatoes"
"My man looks like Wilson Fisk doing his taxes"
"My man looks like Rutabaga the Hutt"
"My man looks like he thinks this stripper is really into him"
"My man looks like Richard Dreyfus sculpted him out of mashed potatoes"
"My man looks like he owns several fedoras"
"My man looks like they pulled Vin Diesel's bloated corpse from a river"
"My man looks like his tragic end will come on a beanstalk"
"My man looks like he played Henchman #3 in an old Steven Seagal flick"
"My man looks like he played Steven Seagal in a recent Steven Seagal flick"
"My man looks like they shaved a grizzly"
"My man looks like NoHo Hank with a life-threatening allergy"
"My man looks like he rolled down a hill to block the Pacific Coast Highway"
"My man looks like Buddha found his outer rage"
"My man looks like a Goomba from Super Mario Brothers"
"My man looks like a mobster nicknamed Fattest Tony"
"My man looks like a bleached avocado"
"My man looks like Casper the Asshole Ghost"
"My man looks like an unstable pierogi"
"My man looks like Lex Luthor ate Brainiac"
"My man looks like a beluga whale making a commencement speech"
"My man looks like a gritty reboot of Frosty the Snowman"
"My man looks like the Pillsbury Doughboy got a job at the Heritage Foundation"
"My man looks like he is, in fact, cake"
"My man looks like a ball of mozzarella well past the sale date"
"My man looks like he was just scooped into a waffle cone"
"My man looks like an albino gorilla"
"My man looks like his screen name is Professor_XXX"
"My man looks like the cartoon depiction of cholesterol in a drug ad"
"My man looks like Peter Griffin became a skinhead"
"My man looks like he's being hunted by the Pequod"
"My man looks like the Comic Book Guy suffered from alopecia"
"My man looks like Marc Andreessen after a lost weekend"
"My man looks like Grimace had food poisoning"
"My man looks like Bluto after chemotherapy"
"My man looks like Patrick Star fell into a QAnon conspiracy"
"My man looks like he has ranked My Little Pony characters by hotness"
"My man looks like Shrek became a paralegal"
"My man looks like live-action Grandpa Simpson"
"My man looks like Gru explaining why he had to euthanize all the Minions"
"My man looks like he has vowed to kill Spider-Man"
"My man looks like Mr. Magoo was a raging alcoholic"
"My man looks like his blood type is fondant"
"My man looks like he was bitten by a radioactive dumpling"
"My man looks like someone drew a face on an elbow"
"My man looks like he was released from the Brute Squad for chronic laziness"
"My man looks like Private Pyle has a full magazine and has locked and loaded, sir!"
"My man looks like he's leading the Uruk Hai to Helm's Deep"
"My man looks like a golem made of cream cheese"
"My man looks like he answers the phone with ""fee fi fo fum"""
"My man looks like a bridge troll whose riddles are all from Truly Tasteless Jokes"
"My man looks like he's going to save the Goonies"
"My man looks like the dolphin all the Sea World trainers say is an asshole"
"My man looks like something your dermatologist wants biopsied"
"My man looks like Kirby's Nightmare Land"
"My man looks like Professor Farnsworth broke bad"
"My man looks like Uncle Festered"
"My man looks like Butterbean delivering a sermon"
"My man looks like a bratwurst with a security clearance"
"My man looks like Baymax with anger issues"
"My man looks like Winnie the Fuck You"
"My man looks like Baloo if he'd been part of January 6th"
"My man looks like the henchman whose pants are pulled down by Jackie Chan"
"My man looks like someone doodled on their knee"
"My man looks like a deflated Charlie Brown balloon after the Thanksgiving Day parade"
"My man looks like the honeydew you bought ten days ago"
"My man looks like the kid from Up grew into an incel"
"My man looks like the avatar of sloth"
"My man looks like the hungriest hungriest hippo"
