"post"
"My man looks like Pat Boone being tased"
"My man looks like the mayor of a town that banned dancing"
"My man looks like he pardoned a pedophile"
"My man looks like he has a Master's degree in ethnic slurs"
"My man looks like he was caught masturbating in a confessional"
"My man looks like he polished off an entire bar's worth of Fireball shots"
"My man looks like that stripper really likes him"
"My man looks like he's telling his wife that his secretary is just checking his ""bathing suit zone"" for suspicious moles"
"My man looks like he caught his limit of runaways early today"
"My man looks like he has a crawlspace full of hobo bindles"
"My man looks like Dick Van Patten ate Dick Van Dyke"
"My man looks like he's shouted ""do you know who I am?"" to a Girl Scout troop"
"My man looks like Randall Flagg from THE STAND ran for public office."
"My man looks like Dr. Evil tried to go legit"
"My man looks like a Thomas Nast cartoon got its wish to become a real boy"
"My man looks like the ""Freedom of Speech"" poster if Norman Rockwell had been a meth addict"
"My man looks like he's a member of a country club that's banned Catholics"
"My man looks like a Batman villain called The Comptroller"
"My man looks like he's writing an amicus brief to support prima noctae"
"My man looks like he uses the term ""ephebopilia"" too comfortably"
"My man looks like he's an accountant for something only referred to as ""the outfit"""
"My man looks like Temu John Lithgow"
"My man looks like he's trying to explain to the state trooper why he was driving pantsless"
"My man looks like the bad guy from a Police Academy movie."
"My man looks like he's the head deacon at First National Crypto Church"
"My man looks like Robert Duvall having a reaction to shellfish"
"My man looks like Mr. Potato Head in a cancer ward"
"My man looks like a dildo got an MBA"
"My man looks like the villain in a Nickelodeon series about a dog who rollerblades"
"My man looks like Dr. Evil if he was the assistant manager of Accounts Receivable"
"My man looks like his voice can make an adult woman sterile"
"My man looks like he has German shepherds named Eva and Obergruppenführer"
"My man looks like he tells niche ethnic jokes, singling out the Estonians for some reason"
"My man looks like someone shaved a weasel"
"My man looks like his blood type is vinegar"
"My man looks like a baby doll that smells of spoiled milk."
"My man looks like he's demanded a busboy be fired"
"My man looks like the vice principal of a reformatory"
"My man looks like Robert Duvall playing Pee Wee Herman"
"My man looks like Pee Wee Herman playing Robert Duvall"
"My man looks like a pencil eraser went to college"
"My man looks like if Pauly Shore straightened out his life a little *too* much"
"My man looks like he gets seated at a back table so the other customers don't get nauseated"
"My man looks like he owns snakes, plural."
"My man looks like he uses air quotes when saying ""The Holocaust"""
"My man looks like he has been banned from all Disney properties."
"My man looks like his high school yearbook quote came from Hannibal Lecter"
"My man looks like he's correcting someone's pronunciation of ""douchebag"""
"My man looks like he should come with his own cartoon stink lines"
"My man looks like he was voted Most Likely to Be Fragged in basic training"
"My man looks like a proud graduate of Duke University"
"My man looks like Professor X if his mutant power was ""giving people the creeps"""
"My man looks like the sommelier at a restaurant that only serves Mountain Dew"
"My man looks like NoHo Hank read the Turner Diaries"
"My man looks like Pitbull addressing reporters after family court"
"My man looks like he's starring in the knockoff LIE HARD"
"My man looks like he has informed opinions on chloroform"
"My man looks like the last thing a drifter sees in the desert"
"My man looks like he was thrown out of a casino for ""inappropriate sniffing"""
"My man looks like the head judge at a cross-burning competition"
"My man looks like a naked mole rat went to Men's Wearhouse"
"My man looks like he's excited to open the Ark of the Covenant"
"My man looks like he claps slow and hard whenever a waiter drops a glass"
"My man looks like he's trying to shut down a rec center used by a scrappy group of teens."
"My man looks like he has an extensive collection of calipers"
"My man looks like he was banned from a racetrack for taking the genetic stuff way, way too far"
"My man looks like hairlessness was a deliberate choice so he could better evade the authorities"
"My man looks like the ""before"" picture in any single ad aimed at middle-aged men"
"My man looks like he created a cocktail that's equal parts vodka and formaldehyde"
"My man looks like the baseline for police sketch artists"
"My man looks like Stanley Tucci if he were raised by the squadristi"
"My man looks like a hotdog made entirely out of pig anus"
"My man looks like Lex Luthor if he dropped out of school"
"My man looks like watching Faces of Death is the only way he can get an erection"
"My man looks like he went for Halloween as Jeff Bezos"
"My man looks like he was cast as Frank Burns in a gritty reboot of M*A*S*H"
"My man looks like he's been the target of multiple federal task forces"
"My man looks like he bought three bottles of ""brain tonic"""
"My man looks like he sleeps upside down, hanging from a doorframe"
"My man looks like he sheds his skin"
"My man looks like he told the contractor they wanted a little more lebensraum"
"My man looks like a burn victim whose skin was repaired through scrotum grafts"
"My man looks like Oscar the Grouch fucked the Oscar statue"
"My man looks like he was caught peeping on a changing room at Baby Gap"
"My man looks like he has a separate lawyer who handles all the restraining orders against him"
"My man looks like he orders steaks ""blood rare"" while maintaining eye contact for far too long"
"My man looks like he chides his wife by saying ""Himmler was in charge, honey, not Hermler"""
"My man looks like someone slapped ears on a penis"
"My man looks like an earthworm who moved to the big city"
"My man looks like his eyes light up at the phrase ""kill shelter"""
"My man looks like ushers asked him to leave Schindler's List because of the laughter"
"My man looks like the mascot for bratwurst"
"My man looks like he has a cellar door with a lock on it."
"My man looks like he smells like mildew and rophynol"
"My man looks like Costco banned him for fondling chicken breasts"
"My man looks like he's developed an immunity to pepper spray"
"My man looks like a thumb learned to dress itself"
"My man looks like Evil Universe Calilou"
"My man looks like he minored in phrenology"
"My man looks like he's trying to stage a one-man show called I REMEMBER MENGELE"
"My man looks like he was accidentally summoned by some teens in a remote cabin"
"My man looks like he's somehow both damp and ashy"
"My man looks like he sued a wedding DJ who ""played too much race music"""
"My man looks like an infected pinky finger"
"My man looks like G. Gordon Liddy suffering from alopecia"
"My man looks like a Vienna sausage who was rejected by a local art school in 1907"
"My man looks like a composite drawing of a man that FBI profilers christened ""Clown Dick"""
"My man looks like Powder went to prom stag"
"My man looks like he buys suits from the Sopranos Collection™ by Sears"
"My man looks like he has ways of making you talk"
"My man looks like he's going to ask his manager if he can throw in a year's worth of car washes for you"
"My man looks like he runs a card game out of the back room at a deli"
"My man looks like the owner of a restaurant called Waffles SS"
"My man looks like he's not allowed within 500 yards of a Victoria's Secret"
"My man looks like a Make-a-Wish kid whose wish was ""war crimes"""
"My man looks like Stewie Griffin became a made man"
"My man looks like Dopey had a job interview"
"My man looks like Gollum went to finishing school"
"My man looks like he takes his coffee with two sugars and a dash of embalming fluid"
"My man looks like he wears a sardine-themed cologne"
"My man looks like Uncle Fester on Wegovy"
"My man looks like Yul Brenner selling timeshares"
"My man looks like he's about to tell the Planet Express team ""Good news, everyone!"""
"My man looks like Voldemort addressing his shareholders"
"My man looks like a haunted mannequin"
"My man looks like Gargamel finally got his shit together"
"My man looks like the inspiration for ""Think I'll Go Eat Worms"""
"My man looks like Mr. Garrison broke bad"
"My man looks like he's been maced while interviewing for a job"
"My man looks like Tommy Pickles developed a coke habit"
"My man looks like a Fast and Furious relative named Dim Turreto"
"My man looks like the alien from American Dad owned a Hyundai dealership"
"My man looks like Casper the Hate Crimes Ghost"
"My man looks like he'll die alone and unloved"
"My man looks like he subsists on cans of uncooked Spaghetti-Os"
"My man looks like a youngish C. Montgomery Burns"
"My man looks like three CPR dummies in a suit"
"My man looks like he's hunting wabbits"
"My man looks like the Last Airbender but the element he controls is urine"
"My man looks like a hot dog dropped on the stadium floor"
"My man looks like Squidward delivering a Ted Talk"
"My man looks like Charlie Brown ordering a hit on the Van Pelt siblings"
"My man looks like Paul Shaffer if he played nothing but Wagner"
"My man looks like a crash test dummy that escaped the testing center"
"My man looks like Moby trying to impress Natalie Portman"
"My man looks like his house is on the Do Not Contact list for local Girl Scouts"
"My man looks like he has a crawlspace full of kids' backpacks"
"My man looks like Popeye with a spinach allergy"
"My man looks like sunlight would singe him"
"My man looks like the spokesman for a coffin manufacturer"
"My man looks like a human they shot in The Walking Dead ""just to be safe"""
"My man looks like a golem created entirely out of olive loaf"
"My man looks like Grima Wormtongue got a makeover from the Queer Eye guys"
"My man looks like Mini Me all growed up"
"My man looks like asks for a table near the lobster tank just to watch them get chosen for death"
"My man looks like he has exhumed a corpse"
"My man looks like he has been exhumed as a corpse."
"My man looks like Billy Zane suffered blunt head trauma"
"My man looks like he's the merciful end of the Habsburg bloodline"
"My man looks like he runs Human Resources for Cobra"
"My man looks like a henchman who gets throat punched by John Wick"
"My man looks like he shaves his whole body ""for purity"""
"My man looks like the proprietor of a black market restaurant that serves endangered species"
"My man looks like he burns styrofoam coolers in his backyard to own the libs"
"My man looks like a Ken doll made out of expired baloney"
"My man looks like he gets nosebleeds on an escalator"
"My man looks like his photo is tacked up in the county morgue with the warning DO NOT ADMIT"
"My man looks like he's nervously trying to conceal a zombie bite"
"My man looks like he was breastfed until college"
"My man looks like Mr. Clean fell off the wagon"
"My man looks like he smells like herpes ointment and sadness"
"My man looks like a roll-on deodorant applying for a bank loan"
"My man looks like he was kicked out of the zoo's reptile house for molesting snakes"
"My man looks like he slapped a child over a game of UNO"
"My man looks like he took a career aptitude test in high school and the results were ""bootblack"" and ""urchin snatcher"""
"My man looks like he has screamed ""SEIZE HIM!"" on multiple occasions"
"My man looks like his Secret Service code name is ""Shart"""
"My man looks like he sounds"
"My man sounds like he looks"
"My man looks like he escaped from the Home for the Visually Unpleasant"
"My man looks like the mortician at a whites-only funeral home"
"My man looks like he's taunting the police with cryptic newspaper ads"
"My man looks like he always carries a shovel and a bag of lime in his trunk ""just in case"""
"My man looks like they chemically castrated Jason Statham"
"My man looks like Charlie Brown did, in fact, have hos"
"My man looks like a carny who wants to guess your ancestry"
"My man looks like he has a plan to capture The Batman"
"My man looks like the Gimp from Pulp Fiction pitching an idea on ""Shark Tank"""
"My man looks like has four different diseases named after him."
"My man looks like the three words that best describe him are ""stink, stank, stunk"""
"My man looks like he asked a waiter about the racial purity of their charcuterie board"
"My man looks like he ate a urinal cake in kindergarten"
"My man looks like he regularly tries to use ethnic slurs in Scrabble"
"My man looks like his iPhone passcode is ""1488"""
"My man looks like he gargles raw milk"
"My man looks like a recreational phlebotomist"
"My man looks like Michael Stipe scared straight"
"My man looks like he's asking how we can dance when our beds are burning"
